params,total_trades,win_rate,total_pnl,avg_pnl,profit_factor,gross_profit,gross_loss,avg_win,avg_loss,profit_per_trade,winning_trades,losing_trades,composite_score
"{'ema_length': 20, 'ema_backcandles': 7, 'hl_backcandles': 7, 'atr_multiplier': 1.0, 'tp_multiplier': 1.0}",610,53.77049180327869,3081.9999999998854,5.052459016393255,1.1713936158380536,21063.999999999924,17982.000000000036,64.21951219512172,-64.6834532374102,5.052459016393255,328,282,0.9998537164477674
"{'ema_length': 20, 'ema_backcandles': 7, 'hl_backcandles': 7, 'atr_multiplier': 1.2, 'tp_multiplier': 1.0}",610,53.77049180327869,3081.9999999998854,5.052459016393255,1.1713936158380536,21063.999999999924,17982.000000000036,64.21951219512172,-64.6834532374102,5.052459016393255,328,282,0.9998537164477674
"{'ema_length': 20, 'ema_backcandles': 7, 'hl_backcandles': 7, 'atr_multiplier': 1.0, 'tp_multiplier': 1.2}",609,51.88834154351396,3127.9999999999236,5.136288998357839,1.1711346974504822,21405.999999999964,18278.000000000044,67.74050632911381,-63.46527777777793,5.136288998357839,316,293,0.9752850554803547
"{'ema_length': 20, 'ema_backcandles': 7, 'hl_backcandles': 7, 'atr_multiplier': 1.2, 'tp_multiplier': 1.2}",609,51.88834154351396,3127.9999999999236,5.136288998357839,1.1711346974504822,21405.999999999964,18278.000000000044,67.74050632911381,-63.46527777777793,5.136288998357839,316,293,0.9752850554803547
"{'ema_length': 20, 'ema_backcandles': 7, 'hl_backcandles': 7, 'atr_multiplier': 1.0, 'tp_multiplier': 1.5}",607,49.75288303130148,3104.9999999998645,5.1153212520590845,1.1686217008797573,21518.999999999935,18414.000000000073,71.254966887417,-61.5852842809367,5.1153212520590845,302,305,0.9468417538815981
"{'ema_length': 20, 'ema_backcandles': 7, 'hl_backcandles': 7, 'atr_multiplier': 1.2, 'tp_multiplier': 1.5}",607,49.75288303130148,3104.9999999998645,5.1153212520590845,1.1686217008797573,21518.999999999935,18414.000000000073,71.254966887417,-61.5852842809367,5.1153212520590845,302,305,0.9468417538815981
"{'ema_length': 20, 'ema_backcandles': 7, 'hl_backcandles': 7, 'atr_multiplier': 1.0, 'tp_multiplier': 1.7}",605,49.256198347107436,3131.999999999829,5.176859504131949,1.171965079887982,21344.99999999989,18213.000000000065,71.62751677852313,-60.50830564784075,5.176859504131949,298,307,0.9412316065309414
"{'ema_length': 20, 'ema_backcandles': 7, 'hl_backcandles': 7, 'atr_multiplier': 1.2, 'tp_multiplier': 1.7}",605,49.256198347107436,3131.999999999829,5.176859504131949,1.171965079887982,21344.99999999989,18213.000000000065,71.62751677852313,-60.50830564784075,5.176859504131949,298,307,0.9412316065309414
"{'ema_length': 20, 'ema_backcandles': 7, 'hl_backcandles': 7, 'atr_multiplier': 1.0, 'tp_multiplier': 2.0}",605,48.925619834710744,2767.999999999887,4.575206611570062,1.1515632699994458,21030.99999999995,18263.000000000062,71.0506756756755,-60.27392739273948,4.575206611570062,296,309,0.9317055768115032
"{'ema_length': 20, 'ema_backcandles': 7, 'hl_backcandles': 7, 'atr_multiplier': 1.2, 'tp_multiplier': 2.0}",605,48.925619834710744,2767.999999999887,4.575206611570062,1.1515632699994458,21030.99999999995,18263.000000000062,71.0506756756755,-60.27392739273948,4.575206611570062,296,309,0.9317055768115032
