,Close,Open,High,Low,Volume
2024-01-10 09:30:00,450.0,450.0,450.1066258055299,449.94768223772945,84349
2024-01-10 09:31:00,450.0223521368855,450.0,450.12898323867006,449.94768223772945,95445
2024-01-10 09:32:00,450.0161299342825,450.0223521368855,450.12898323867006,449.96381029671846,55713
2024-01-10 09:33:00,450.04527696321435,450.0161299342825,450.15191349695016,449.96381029671846,106178
2024-01-10 09:34:00,450.11382020256934,450.04527696321435,450.22047297736765,449.99295393696735,99407
2024-01-10 09:35:00,450.10328063556835,450.11382020256934,450.22047297736765,450.0509508657162,120340
2024-01-10 09:36:00,450.0927420543243,450.10328063556835,450.2099309130559,450.0404135097054,100990
2024-01-10 09:37:00,450.1638212769662,450.0927420543243,450.27048589933077,450.0404135097054,125672
2024-01-10 09:38:00,450.19836841199174,450.1638212769662,450.30504122016987,450.1114844685565,115545
2024-01-10 09:39:00,450.17723275173586,450.19836841199174,450.30504122016987,450.1248943840854,134791
2024-01-10 09:40:00,450.2016575696382,450.17723275173586,450.3083311571699,450.1248943840854,108141
2024-01-10 09:41:00,450.1807944282931,450.2016575696382,450.3083311571699,450.12845564655606,73793
2024-01-10 09:42:00,450.159828169248,450.1807944282931,450.28746307238197,450.10749182508374,106570
2024-01-10 09:43:00,450.1707203387071,450.159828169248,450.2773865957784,450.10749182508374,145084
2024-01-10 09:44:00,450.0845900641124,450.1707203387071,450.2773865957784,450.0322624672577,87892
2024-01-10 09:45:00,450.0069541705583,450.0845900641124,450.1912359129394,449.9546355997841,51015
2024-01-10 09:46:00,449.9816508407181,450.0069541705583,450.1135816238527,449.9293352117519,111813
2024-01-10 09:47:00,449.936075298763,449.9816508407181,450.0882722984838,449.8837649684865,77712
2024-01-10 09:48:00,449.9502144199131,449.936075298763,450.05682842893725,449.8837649684865,58415
2024-01-10 09:49:00,449.90935785716516,449.9502144199131,450.05682842893725,449.8570506331037,112292
2024-01-10 09:50:00,449.84581699202846,449.90935785716516,450.0159621853806,449.7935171553356,73833
2024-01-10 09:51:00,449.91174858881635,449.84581699202846,450.0183534835067,449.7935171553356,54158
2024-01-10 09:52:00,449.90159064780215,449.91174858881635,450.0183534835067,449.8492843267696,112680
