,Close,Open,High,Low,Volume
2024-01-10 09:30:00,380.0,380.0,380.09003956911414,379.9558205563049,84349
2024-01-10 09:31:00,380.0188751378144,380.0,380.1089191793214,379.9558205563049,95445
2024-01-10 09:32:00,380.0136208333941,380.0188751378144,380.1089191793214,379.9694398061178,55713
2024-01-10 09:33:00,380.0382338800477,380.0136208333941,380.12828250853573,379.9694398061178,106178
2024-01-10 09:34:00,380.0961148377253,380.0382338800477,380.1861771808883,379.9940499912169,99407
2024-01-10 09:35:00,380.08721475892446,380.0961148377253,380.1861771808883,380.0430251754937,120340
2024-01-10 09:36:00,380.07831551254054,380.08721475892446,380.1772749932473,380.03412696375125,100990
2024-01-10 09:37:00,380.13833796721593,380.07831551254054,380.22841031499047,380.03412696375125,125672
2024-01-10 09:38:00,380.16751110345973,380.13833796721593,380.2575903636991,380.0941424401144,115545
2024-01-10 09:39:00,380.14966321257697,380.16751110345973,380.2575903636991,380.10546636878325,134791
2024-01-10 09:40:00,380.17028861436114,380.14966321257697,380.2603685327212,380.10546636878325,108141
2024-01-10 09:41:00,380.1526708505586,380.17028861436114,380.2603685327212,380.1084736570918,73793
2024-01-10 09:42:00,380.1349660095872,380.1526708505586,380.24274659445587,380.09077087451516,106570
2024-01-10 09:43:00,380.1441638415749,380.1349660095872,380.2342375697684,380.09077087451516,145084
2024-01-10 09:44:00,380.0714316096949,380.1441638415749,380.2342375697684,380.02724386123987,87892
2024-01-10 09:45:00,380.00587241069366,380.0714316096949,380.16148810426,379.96169228426214,51015
2024-01-10 09:46:00,379.9845051543842,380.00587241069366,380.0959133712534,379.94032751214604,111813
2024-01-10 09:47:00,379.94601914117766,379.9845051543842,380.074541052053,379.9018459733886,77712
2024-01-10 09:48:00,379.95795884348223,379.94601914117766,380.04798845110264,379.9018459733886,58415
2024-01-10 09:49:00,379.92345774605064,379.95795884348223,380.04798845110264,379.87928720128764,112292
2024-01-10 09:50:00,379.86980101549074,379.92345774605064,380.0134791787659,379.8256367089501,73833
2024-01-10 09:51:00,379.9254765861116,379.86980101549074,380.0154984971834,379.8256367089501,54158
2024-01-10 09:52:00,379.91689876925517,379.9254765861116,380.0154984971834,379.8727289870499,112680
2024-01-10 09:53:00,379.9194642798656,379.91689876925517,380.00948476634414,379.8727289870499,70309
2024-01-10 09:54:00,379.8653353231016,379.9194642798656,380.00948476634414,379.8211715357499,56970
2024-01-10 09:55:00,379.844656110482,379.8653353231016,379.9553429839276,379.8004947273306,122474
2024-01-10 09:56:00,379.8488694457763,379.844656110482,379.9388732050747,379.8004947273306,136704
