,Close,Open,High,Low,Volume
2024-01-10 09:30:00,450.0,450.0,450.0691149981938,449.9225942414335,100188
2024-01-10 09:31:00,450.1015829966405,450.0,450.1707135968535,449.9225942414335,140424
2024-01-10 09:32:00,450.1507124201381,450.1015829966405,450.21985056608446,450.0241597644986,105945
2024-01-10 09:33:00,450.2237042183376,450.1507124201381,450.2928535750129,450.0732807371067,53575
2024-01-10 09:34:00,450.2896657909488,450.2237042183376,450.3588252785884,450.1462599797829,63520
2024-01-10 09:35:00,450.4183618801297,450.2896657909488,450.4875411340581,450.21221020615945,114758
2024-01-10 09:36:00,450.4898428245383,450.4183618801297,450.5590330571453,450.3408841579661,95257
2024-01-10 09:37:00,450.6023836828155,450.4898428245383,450.67159120044744,450.41235280673754,77873
2024-01-10 09:38:00,450.78308421681544,450.6023836828155,450.8523194880409,450.52487430654696,93621
2024-01-10 09:39:00,450.93016849585644,450.78308421681544,450.99942635759226,450.70554375774265,93847
2024-01-10 09:40:00,451.00054900661434,450.93016849585644,451.0698176780143,450.85260273640546,87927
2024-01-10 09:41:00,451.0751247484222,451.00054900661434,451.1444048738272,450.92297114081487,131639
2024-01-10 09:42:00,451.1858781105954,451.0751247484222,451.25517524648586,450.99753405464077,63634
2024-01-10 09:43:00,451.20082758134413,451.1858781105954,451.2701270133071,451.10826836581845,80574
2024-01-10 09:44:00,451.2521703779809,451.20082758134413,451.32147769562675,451.12321526506685,135287
2024-01-10 09:45:00,451.3646635210584,451.2521703779809,451.43398811640066,451.17454923008563,133116
2024-01-10 09:46:00,451.4493253863403,451.3646635210584,451.51866298480405,451.28702302290293,143420
2024-01-10 09:47:00,451.62697684856533,451.4493253863403,451.69634173231907,451.3716703252606,66684
2024-01-10 09:48:00,451.68937170527255,451.62697684856533,451.7587461721827,451.54929122916076,145684
2024-01-10 09:49:00,451.7324249752176,451.68937170527255,451.8018060546315,451.61167535315417,137462
2024-01-10 09:50:00,451.78258454915004,451.7324249752176,451.851973332517,451.6547212173858,50809
2024-01-10 09:51:00,451.8735753930782,451.78258454915004,451.9429781516274,451.7048721632297,134523
2024-01-10 09:52:00,451.9566826396251,451.8735753930782,452.0260981625236,451.7958473555683,59181
2024-01-10 09:53:00,452.1478765709509,451.9566826396251,452.21732145911216,451.8789403066053,97808
2024-01-10 09:54:00,452.22026021380134,452.1478765709509,452.28971621928554,452.07010135012825,146606
2024-01-10 09:55:00,452.3131663593053,452.22026021380134,452.38263663414074,452.14247254206583,105076
2024-01-10 09:56:00,452.44362170022396,452.3131663593053,452.51311201154977,452.2353627065238,135408
2024-01-10 09:57:00,452.52922491293924,452.44362170022396,452.598728371967,452.36579560745446,129053
2024-01-10 09:58:00,452.6448735977158,452.52922491293924,452.7143948190961,452.4513840953217,130096
2024-01-10 09:59:00,452.75327781886654,452.6448735977158,452.8228156899303,452.56701288704454,111432
2024-01-10 10:00:00,452.88173320625134,452.75327781886654,452.9512908066348,452.675398461282,116784
2024-01-10 10:01:00,452.90854932229735,452.88173320625134,452.9781110413382,452.80383175269634,105414
2024-01-10 10:02:00,453.0357192227618,452.90854932229735,453.1053004736859,452.83064325602726,66984
