,Open,High,Low,Close,Volume
2024-11-11 09:30:00,450.2235213688551,450.34802104996083,449.41708031570937,450.0,4234489
2024-11-11 10:00:00,449.58202735498475,449.99376253405785,449.42759950484583,449.83933468391893,10237155
2024-11-11 11:00:00,449.5823054103045,449.88813669200863,449.45785361677935,449.76368489848346,6187692
2024-11-11 12:00:00,449.57127918128776,449.8068289363858,449.4802440251625,449.7157937802605,12077289
2024-11-11 13:00:00,449.77986236200843,449.8995067860397,449.47895040041453,449.5985948244458,12362997
2024-11-11 14:00:00,449.7675081255723,449.9032140098227,449.3486529238111,449.4843588080615,15638720
2024-11-11 15:00:00,449.213901097273,449.51639400010873,449.11241121420073,449.4149041170365,13873451
2024-11-12 09:30:00,449.5836884609437,449.802896025994,449.0142963534787,449.23350391852904,17916808
2024-11-12 10:00:00,450.48161522116817,451.15161307789964,448.5550207258145,449.22501858254594,5450682
2024-11-12 11:00:00,449.76448966034064,450.19573566593346,448.6463466940167,449.0775926996095,20421169
2024-11-12 12:00:00,449.02565764735476,449.06764841335786,448.91647141842225,448.95846218442534,13530775
2024-11-12 13:00:00,449.4330661534496,449.7565635802031,448.5483509867363,448.8718484134898,10585423
2024-11-12 14:00:00,448.56799718398065,448.8452576980852,448.48162368291406,448.75888419701863,18745841
2024-11-12 15:00:00,448.3519852415084,448.90083618875275,448.1071093345694,448.65596028181375,10242259
2024-11-13 09:30:00,447.97931831943964,448.84018813748565,447.7006675503796,448.5615373684256,8910838
2024-11-13 10:00:00,449.1148365914105,449.59114041821954,447.97338199480794,448.449685821617,10905813
2024-11-13 11:00:00,448.0309401689781,448.72702679993404,447.7795717580492,448.47565838900516,1772467
2024-11-13 12:00:00,448.34972360253295,448.37522348559855,448.29433264710906,448.31983253017466,19096663
2024-11-13 13:00:00,448.22134926620777,448.2466395923398,448.15621109179284,448.1815014179249,9043252
2024-11-13 14:00:00,448.45403595563715,448.74013299047454,447.7928050757123,448.0789021105497,3432596
2024-11-13 15:00:00,448.0317386095071,448.0987456703482,448.00800942690796,448.07501648774905,3393917
2024-11-14 09:30:00,448.50904210785285,448.8983585098935,447.6410666710339,448.0303830730746,9104119
2024-11-14 10:00:00,447.8547067070207,448.05503346270893,447.7645642225775,447.96489097826577,3453111
2024-11-14 11:00:00,447.8598041786385,447.9927450883875,447.808031954192,447.940972863941,8318309
2024-11-14 12:00:00,447.8687263853483,447.88236732316216,447.835126675925,447.84876761373886,7634364
2024-11-14 13:00:00,447.8365071063219,447.89023262138346,447.68703026758965,447.7407557826512,17944739
2024-11-14 14:00:00,447.76772330237117,447.7824851321853,447.7217634419601,447.7365252717742,1389489
2024-11-14 15:00:00,448.21372004349655,448.6580314797493,447.12447004619247,447.5687814824452,15297012
2024-11-15 09:30:00,447.9228226870969,448.21695716590426,447.1508111534469,447.44494563225425,19965788
2024-11-15 10:00:00,448.4250539306546,448.92342544131276,446.910904526518,447.40927603717614,4320617
2024-11-15 11:00:00,447.45386098228613,447.5311764564079,447.2741278789973,447.35144335311907,11773285
2024-11-15 12:00:00,447.6223071056298,447.81527663203235,447.1113780741872,447.3043476005898,6226765
2024-11-15 13:00:00,447.5819215154853,447.79255304432513,446.95980739681073,447.17043892565056,18421255
2024-11-15 14:00:00,447.4191201543971,447.6722722596867,446.8270730848331,447.0802251901227,13591955
2024-11-15 15:00:00,447.10831282631887,447.2011998084314,446.90578410880033,446.99867109091286,16641806
2024-11-18 09:30:00,446.52269298064687,447.22894632606136,446.20216017281456,446.90841351822905,14113253
2024-11-18 10:00:00,446.60450474875523,446.9259138969801,446.4941694820496,446.81557863027444,4619463
2024-11-18 11:00:00,447.6147502295699,448.158071199283,446.1915960635828,446.73491703329586,11002052
2024-11-18 12:00:00,447.2036971535434,447.53045847332857,446.28381775052435,446.61057907030954,11862863
2024-11-18 13:00:00,446.10571794290803,446.71218846511454,445.83883157771544,446.44530209992195,5304222
2024-11-18 14:00:00,446.0579478113918,446.5427657313119,445.87323901530357,446.35805693522366,8813937
