,Close,Open,High,Low,Volume
2024-01-01 00:00:00,450.3977801371264,450.372221924064,450.50633271182903,450.2310317830181,1958383
2024-01-01 01:00:00,451.356937958563,451.44331851007917,452.2277368840414,450.95948569603627,4708286
2024-01-01 02:00:00,449.2519667455927,449.5373858275084,449.82229721781863,448.99801701019686,1246451
2024-01-01 03:00:00,450.55283134221975,450.62631871332354,450.7014339293182,450.1740296948932,2001077
2024-01-01 04:00:00,450.7050302790213,450.64734902762234,450.7824993900085,450.4867939704062,1324957
2024-01-01 05:00:00,450.18411581041937,450.24310911992734,450.59302434361433,450.03783758947867,3456889
2024-01-01 06:00:00,450.306295894745,450.3760763154085,450.4868402934146,449.76065277486066,1406241
2024-01-01 07:00:00,451.40126135778587,451.35391012321475,452.10344001751076,451.3147881382877,4009725
2024-01-01 08:00:00,450.15305977790666,450.1881013351565,450.2105590025698,450.0583454500258,4867903
2024-01-01 09:00:00,450.17457162333017,450.564374937729,450.74572743554563,449.5752491478245,1218823
2024-01-01 10:00:00,451.0371276878108,450.8995689373402,451.6737091757833,450.84644610406315,4978344
2024-01-01 11:00:00,451.04221096379996,451.19725661746975,451.8562654776935,450.7786494830473,4787765
2024-01-01 12:00:00,450.82420113921006,451.1545717081565,451.5063550911967,450.3579603903343,2922559
2024-01-01 13:00:00,450.4935828137047,450.47445821674563,450.49871825002305,450.42496616846665,1235689
2024-01-01 14:00:00,451.5328373527243,451.4357840728656,451.75744033521573,451.25412302988644,4389080
2024-01-01 15:00:00,452.3494208574552,452.1812387816277,452.53961745936175,452.06880226090647,3005250
2024-01-01 16:00:00,452.02289707727346,451.88096076781545,452.3091635045568,451.638527022692,2908626
2024-01-01 17:00:00,451.94861886649664,452.0594329177639,452.10154391120074,451.791496003372,4753291
2024-01-01 18:00:00,451.83032413974195,451.8086668110443,451.84582727667697,451.790595656705,1811845
2024-01-01 19:00:00,451.30916484641756,451.3938076950078,452.313228912729,450.7760071868451,2042218
2024-01-01 20:00:00,451.7820712862239,451.5707123663852,451.82320069591157,451.2320981213284,2963775
2024-01-01 21:00:00,452.0386392589062,452.0768582183578,452.1492194615249,451.72724649574593,1102421
2024-01-01 22:00:00,451.882752474408,451.8611714253954,452.1206142528018,450.99146014882416,2694052
2024-01-01 23:00:00,451.9974460953212,451.5097920918292,452.2500250404201,451.0946361757025,4114891
2024-01-02 00:00:00,452.12908672615447,451.82844101213,452.45914111195395,451.3744751416691,1088657
2024-01-02 01:00:00,453.2001081430039,453.2439936690932,453.30522765735975,453.1328709658166,3038414
2024-01-02 02:00:00,452.28119961230954,452.3636811231681,452.4045076525985,451.88375442112516,3188336
2024-01-02 03:00:00,452.6073011841524,452.71359070802356,452.77551283314375,452.40149326893936,4364430
2024-01-02 04:00:00,452.7683249288549,452.79932274716555,453.081485755818,452.659332083438,3986137
2024-01-02 05:00:00,452.4762713892771,452.5911140647661,452.6436786136868,452.4497359381313,3376982
2024-01-02 06:00:00,453.2516707409942,453.3621045927178,453.84839723104443,453.11118403880187,2128992
2024-01-02 07:00:00,453.3528717989052,453.2971476262289,453.3587643941835,453.1606367360811,3640941
2024-01-02 08:00:00,453.1799744977056,453.26662700646796,453.3040311545162,453.1211897162106,1241858
2024-01-02 09:00:00,453.06349108201226,453.2767866025841,453.47432112549785,452.9441672097088,3061956
2024-01-02 10:00:00,453.2290181826062,453.11616185279735,453.63327025299657,453.0316678607888,3650315
2024-01-02 11:00:00,453.02381369767323,453.19550738766816,453.2204370954185,453.00479805193004,1738449
2024-01-02 12:00:00,454.3265799712174,454.43087624092345,454.52735692216766,454.28348079407897,1881181
2024-01-02 13:00:00,454.38128538071504,454.6858558847027,455.2049164198255,454.20684875792057,1641488
2024-01-02 14:00:00,453.61768491771664,453.4434722325975,454.0430034893416,453.19569363158683,4076041
2024-01-02 15:00:00,453.45879491611885,453.099897725908,453.69567474662875,452.7700567666496,3929223
2024-01-02 16:00:00,454.6673170210299,454.5611730464072,455.27321383852706,454.01595406764096,2728792
2024-01-02 17:00:00,453.67637717154867,453.39288392403085,453.90107823343806,453.19477242992406,4819572
2024-01-02 18:00:00,454.503971183083,454.35864787521825,454.7269873942946,453.9738997276182,3259041
2024-01-02 19:00:00,453.9863030820686,453.9636633913504,454.48903959433807,453.6802894251868,1223222
2024-01-02 20:00:00,453.56232102782093,453.8020203657279,453.8613456840972,453.39398889001654,4614651
2024-01-02 21:00:00,453.949177304124,453.7630693363783,454.03684195508987,453.7198332395136,2333827
2024-01-02 22:00:00,454.2915030482182,454.46239668402706,454.72993412883505,454.1639429762995,1217260
2024-01-02 23:00:00,455.66007534233074,455.6037423968798,455.7393392624532,455.4619813423157,4749669
2024-01-03 00:00:00,454.8312536305883,454.9647430977169,455.6823594269595,454.57842349977125,1997045
2024-01-03 01:00:00,454.99197214735415,455.2474796782693,455.64133726173407,454.908709477289,3680117
2024-01-03 02:00:00,454.7773606392487,455.09315541253693,455.14019849871136,454.65781596094706,3660685
2024-01-03 03:00:00,455.3209658369847,455.43331531291517,455.72945202631075,454.9268229024983,1125928
2024-01-03 04:00:00,455.5377714350603,455.7662699660579,455.9567968578258,455.43456959873976,4936125
2024-01-03 05:00:00,455.3500364570454,455.11382140415424,455.7122222001161,454.87737130764765,4088984
2024-01-03 06:00:00,455.44982822419644,455.6075777464671,455.70973791363684,454.80113187754364,3012544
2024-01-03 07:00:00,454.5125216793509,454.7500467198264,454.79797602850186,454.2774590103747,3206602
2024-01-03 08:00:00,455.3547562059807,455.3836961399156,455.48350678054027,455.28734994021806,1608258
2024-01-03 09:00:00,455.62365289898645,455.5520256996653,455.79906193024647,454.8154507583684,2680133
2024-01-03 10:00:00,455.09169866811266,455.22066366023523,455.35823599089133,455.0018368743288,4676174
2024-01-03 11:00:00,456.6908320925944,456.8139504105814,457.01659306088226,456.0453779795708,3884332
2024-01-03 12:00:00,456.0816529441498,456.1610327581673,456.5566094349207,455.8870282698707,3249038
2024-01-03 13:00:00,456.23414413243523,456.31148578408715,456.7619494995698,456.1171736631487,1584465
2024-01-03 14:00:00,456.52967317557795,456.6058331292809,456.6968670492262,456.31269834175976,1783222
2024-01-03 15:00:00,455.59929074782724,455.33934897987916,455.85112443900255,455.18163538899245,3312702
