,Open,High,Low,Close,Volume
2025-10-30 09:30:00,450.0,450.22499999999997,449.77500000000003,450.0,171958
2025-10-30 09:31:00,450.0,450.08183033637386,449.9894630981375,450.01329196842903,47194
2025-10-30 09:32:00,450.01329196842903,450.0531285106305,449.9286713846833,449.94721769067854,51090
2025-10-30 09:33:00,449.94721769067854,449.9716300288827,449.88412055961686,449.90496995193286,63707
2025-10-30 09:34:00,449.90496995193286,450.01470653477605,449.8359165339845,449.8630631257757,28431
2025-10-30 09:35:00,449.8630631257757,449.95931675600264,449.77146767637737,449.7997814463624,66886
2025-10-30 09:36:00,449.7997814463624,449.9045810082551,449.7950699938889,449.85355235343906,51606
2025-10-30 09:37:00,449.85355235343906,449.86667430039347,449.77244772968817,449.7995124637709,58555
2025-10-30 09:38:00,449.7995124637709,450.00315496481187,449.7445989759158,449.96614322863877,29457
2025-10-30 09:39:00,449.96614322863877,450.057914118283,449.8681255626681,449.9952110232478,42606
2025-10-30 09:40:00,449.9952110232478,450.0004151405716,449.8877146531016,449.9012613463458,33247
2025-10-30 09:41:00,449.9012613463458,450.16008860783023,449.89692355679273,450.1118822919867,96088
2025-10-30 09:42:00,450.1118822919867,450.18008247701334,450.0843500154144,450.1496108595113,58190
2025-10-30 09:43:00,450.1496108595113,450.2843618488202,450.1118335153608,450.2424316662809,32662
2025-10-30 09:44:00,450.2424316662809,450.28278847952487,450.2095457048378,450.21458755987993,45222
2025-10-30 09:45:00,450.21458755987993,450.377873876164,450.1939729057708,450.3001288173435,18110
2025-10-30 09:46:00,450.3001288173435,450.31640246611494,450.0792073762641,450.1484418526548,16910
2025-10-30 09:47:00,450.1484418526548,450.191906280807,450.1281152978543,450.13488933630646,64268
2025-10-30 09:48:00,450.13488933630646,450.14477753439866,450.1086038456827,450.12467836382183,66044
2025-10-30 09:49:00,450.12467836382183,450.30787197102336,450.11148704395305,450.27078167737704,52557
2025-10-30 09:50:00,450.27078167737704,450.3631062676309,450.2566200806302,450.3515269701269,79163
2025-10-30 09:51:00,450.3515269701269,450.3853387271272,450.3057818958921,450.32053553069085,33776
2025-10-30 09:52:00,450.32053553069085,450.38130133222944,450.19705343891445,450.24293647125063,68053
2025-10-30 09:53:00,450.24293647125063,450.2618757297841,450.1000582243718,450.11548433543135,44766
2025-10-30 09:54:00,450.11548433543135,450.12904734128045,449.9776212799972,450.04326085110995,64384
2025-10-30 09:55:00,450.04326085110995,450.1643460705688,450.009132850099,450.1168765435903,36736
2025-10-30 09:56:00,450.1168765435903,450.17794109756943,450.1130881310647,450.158054644207,48623
2025-10-30 09:57:00,450.158054644207,450.17702872609743,450.09101709231487,450.10631264842993,97455
2025-10-30 09:58:00,450.10631264842993,450.1159595287168,450.0746272573252,450.10564827801426,22688
2025-10-30 09:59:00,450.10564827801426,450.2950452174333,450.0792335087491,450.2319294065592,90623
2025-10-30 10:00:00,450.2319294065592,450.43043770089776,450.17803272473975,450.42917201909677,123326
2025-10-30 10:01:00,450.42917201909677,450.4915053452039,450.39993525914207,450.4750387123148,93763
2025-10-30 10:02:00,450.4750387123148,450.49431962242625,450.29867373072744,450.4099114154312,21111
2025-10-30 10:03:00,450.4099114154312,450.42441738532966,450.3477558513603,450.38439539736936,26371
2025-10-30 10:04:00,450.38439539736936,450.3990099637547,450.30929086032575,450.31856142071445,30932
2025-10-30 10:05:00,450.31856142071445,450.37218207921615,450.17539454898775,450.2338977982351,76690
2025-10-30 10:06:00,450.2338977982351,450.275349334634,450.190630405319,450.20083746925513,39299
2025-10-30 10:07:00,450.20083746925513,450.25938780955465,450.1168401445105,450.22722576383876,71135
2025-10-30 10:08:00,450.22722576383876,450.3297814907481,450.22608724608807,450.2698922601303,68871
2025-10-30 10:09:00,450.2698922601303,450.35047201621126,450.23082499411976,450.3081189352057,50818
2025-10-30 10:10:00,450.3081189352057,450.3455552397972,450.2406494661983,450.321255490484,57333
2025-10-30 10:11:00,450.321255490484,450.3834273213706,450.32066998765663,450.34617544011144,49790
2025-10-30 10:12:00,450.34617544011144,450.5052790234874,450.3075736773833,450.47709414261533,55714
2025-10-30 10:13:00,450.47709414261533,450.48568017769804,450.4487077365262,450.47605053856813,42635
2025-10-30 10:14:00,450.47605053856813,450.57150128781075,450.3299126593954,450.3995686081455,76235
2025-10-30 10:15:00,450.3995686081455,450.4677972617961,450.25814394911976,450.27824954622105,36641
2025-10-30 10:16:00,450.27824954622105,450.31814378752216,450.26089954269463,450.3103452712707,61885
2025-10-30 10:17:00,450.3103452712707,450.3441528537475,450.19161060379395,450.2377824825218,37751
2025-10-30 10:18:00,450.2377824825218,450.2809606503936,450.1140618658586,450.1762764345308,64748
2025-10-30 10:19:00,450.1762764345308,450.1992576282042,450.0486215282433,450.0816103109573,99912
2025-10-30 10:20:00,450.0816103109573,450.16922838025823,450.0758612012285,450.14420284297483,97922
2025-10-30 10:21:00,450.14420284297483,450.1548630952698,450.09779353865616,450.11964070523214,62921
2025-10-30 10:22:00,450.11964070523214,450.20291681478454,450.0470491963822,450.17202330094335,66661
2025-10-30 10:23:00,450.17202330094335,450.19120179358845,450.01337369696705,450.0377335843048,58747
2025-10-30 10:24:00,450.0377335843048,450.26020037898314,449.9547730093196,450.1526572905248,49734
2025-10-30 10:25:00,450.1526572905248,450.2422646582092,450.04132378333867,450.079920336753,42217
2025-10-30 10:26:00,450.079920336753,450.22327679406726,450.04095443387064,450.2005422393852,84740
2025-10-30 10:27:00,450.2005422393852,450.21598992845696,450.0528109158469,450.0610855370866,23500
2025-10-30 10:28:00,450.0610855370866,450.2086243706377,450.01461829349233,450.1131033394769,69638
2025-10-30 10:29:00,450.1131033394769,450.12495958170393,450.0392566416138,450.051887567254,88781
2025-10-30 10:30:00,450.051887567254,450.09360424809176,449.9948448404499,449.997523466731,45247
2025-10-30 10:31:00,449.997523466731,450.0917436783775,449.93531116048376,449.9542113730523,89605
2025-10-30 10:32:00,449.9542113730523,449.97251658772126,449.9332585905609,449.9667384682454,33289
2025-10-30 10:33:00,449.9667384682454,450.2573397599636,449.9229732243609,450.2535502675499,135358
2025-10-30 10:34:00,450.2535502675499,450.3957751579084,450.2362013860546,450.39263132343535,70890
2025-10-30 10:35:00,450.39263132343535,450.54159594798966,450.3824081177658,450.46010965883283,48304
2025-10-30 10:36:00,450.46010965883283,450.49024430624,450.3965965083571,450.4356981207669,96027
2025-10-30 10:37:00,450.4356981207669,450.44504908754203,450.3520175325085,450.3918767842538,85353
2025-10-30 10:38:00,450.3918767842538,450.39315686361664,450.27273351865523,450.35003269919093,92745
2025-10-30 10:39:00,450.35003269919093,450.4449013907368,450.313425451011,450.4310596658545,54425
2025-10-30 10:40:00,450.4310596658545,450.5720408541875,450.3550261357921,450.48778054314727,93042
2025-10-30 10:41:00,450.48778054314727,450.629551405826,450.4631344746488,450.6028950277836,71476
2025-10-30 10:42:00,450.6028950277836,450.6544607404708,450.5460192421732,450.58467330887555,78450
2025-10-30 10:43:00,450.58467330887555,450.6277144799506,450.5610992552527,450.58576791504004,76234
2025-10-30 10:44:00,450.58576791504004,450.6447772360322,450.54142921459265,450.6262434026506,69163
2025-10-30 10:45:00,450.6262434026506,450.65306274011124,450.55305436434645,450.58992256377627,99112
2025-10-30 10:46:00,450.58992256377627,450.74886692102933,450.57868870177595,450.7334252956248,99780
2025-10-30 10:47:00,450.7334252956248,450.7639472373957,450.6512373058167,450.6951854827288,99930
2025-10-30 10:48:00,450.6951854827288,450.7137961045665,450.611456847156,450.63686035341397,82592
2025-10-30 10:49:00,450.63686035341397,450.6597050815067,450.5926492210676,450.6138748606778,64693
2025-10-30 10:50:00,450.6138748606778,450.67912755030255,450.526307585769,450.58972645747855,67854
2025-10-30 10:51:00,450.58972645747855,450.63791603526477,450.38018591257753,450.3875662002971,73580
2025-10-30 10:52:00,450.3875662002971,450.5237617171976,450.3873606961527,450.5101417034838,19435
2025-10-30 10:53:00,450.5101417034838,450.5764695219925,450.485152230551,450.54185261387465,49298
2025-10-30 10:54:00,450.54185261387465,450.56776381421327,450.52375381952555,450.5628634858211,38016
